,JobID,Designation,Industry,Location,Skills,DetailID,CompanyID
43,260488,Sr. Product Manager,Banking / Financial / Insurance,Bangalore,"Product Management, UX Design, Wireframing",395,214
44,257387,Internal Controls Analyst,Banking / Financial / Insurance,"Bangalore, Chennai, Work From Home","Operations Management, Process Improvement",381,218
45,261719,Call Centre Operations Manager,Banking / Financial / Insurance,Pune,"BPO Operations, Call Center Operations, Customer Interaction, Customer Service",20,284
46,255013,Associate Director Growth,Banking / Financial / Insurance,Bangalore,"Product Lifecycle Management, Product Management, UX Design",389,324
47,254355,Senior Data Scientist,Banking / Financial / Insurance,Bangalore,"Credit Risk Management, Python, SQL",279,335
48,253553,Escalation Specialist,Banking / Financial / Insurance,Bangalore,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",311,7
49,253559,Policy Advisor,Banking / Financial / Insurance,Bangalore,Sales,418,7
50,252103,Content Marketer,Banking / Financial / Insurance,"Bangalore, Mumbai, Pune",Content Writing,265,89
51,247125,Inside Sales,Banking / Financial / Insurance,Kolkata,"Direct Sales, Sales, Telecalling",337,92
52,245660,Financial Sales Consultants,Banking / Financial / Insurance,"Indore, Kolkata","International Sales, Sales",358,176
53,254062,Accounts Manager,Banking / Financial / Insurance,Bangalore,"Accounting, Finance, Taxation, GST, Income Tax, MIS, Payroll Management, Tally, TDS",16,204
54,250045,Manager / Sr. Manager - Business Development,Banking / Financial / Insurance,Gurgaon,"Business Development, Sales",229,212
55,249614,Software Development Engineer III / IV,Banking / Financial / Insurance,"Bangalore, Hyderabad, Work From Home","Big Data, Django, Express.js, Flask, Golang, Java, MySQL, Node.js, PostgreSQL, Python, Ruby, Ruby on Rails",22,215
56,248950,Lead Software Engineer (Web),Banking / Financial / Insurance,Bangalore,"GraphQL, Node.js, React.js",347,218
57,252448,National Head - DSA Channel,Banking / Financial / Insurance,Bangalore,"Direct Sales, Business Development, Channel Sales, Escalation Management, Loans",328,254
58,239954,QA Engineer,Banking / Financial / Insurance,Bangalore,Automation Testing,19,29
59,245483,Territory Sales Manager,Banking / Financial / Insurance,Delhi,"Business Development, Direct Sales, Sales",163,65
60,241155,Qualified CA,Banking / Financial / Insurance,Gurgaon,"Accounting, Auditing, Finance, Taxation, Chartered Accountant, Financial Planning, Financial Reporting, GST, Income Tax, MIS, TDS",12,88
61,241120,Relationship Manager,Banking / Financial / Insurance,Kolkata,"Customer Relationship, Direct Sales, Sales",315,135
62,239884,Telecalling - Sales Executive,Banking / Financial / Insurance,Ahmedabad,"Sales, Telecalling",422,167
63,242736,Corporate - Relationship Manager,Banking / Financial / Insurance,"Bangalore, Chennai","Business Development, Corporate Sales, Direct Sales, Sales",94,172
64,243204,Regional Manager,Banking / Financial / Insurance,Lucknow,"Business Development, Sales",229,198
65,243115,Enterprise Sales Officer,Banking / Financial / Insurance,Hyderabad,"Business Development, Corporate Sales, Direct Sales, Sales",94,246
66,242640,Enterprises Sales Officer,Banking / Financial / Insurance,Hyderabad,"Business Development, Direct Sales, Sales",163,246
67,241481,Business Development Executive,Banking / Financial / Insurance,Hyderabad,"Business Development, Direct Sales, Sales, Telecalling",171,336
68,231007,Wealth Management Executive,Banking / Financial / Insurance,Noida,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",103,3
69,238771,Product Owner,Banking / Financial / Insurance,Bangalore,"HR Analytics, Product Management, Agile, Change Management, Compliance Management",348,4
70,233727,Sales Manager,Banking / Financial / Insurance,"Mumbai, Navi Mumbai, Pune","Business Development, Mutual Funds, Sales",197,89
71,237132,Fix Engineer 2,Banking / Financial / Insurance,Bangalore,Python,396,103
72,235458,Sales Manager,Banking / Financial / Insurance,Bangalore,"Customer Relationship, Marketing, Sales",317,132
73,238420,Customer Success Manager,Banking / Financial / Insurance,Bangalore,"Customer Interaction, Customer Relationship, Customer Service",297,167
74,239857,Institutional Sales,Banking / Financial / Insurance,Mumbai,"Business Development, Corporate Sales, Direct Sales, Sales",94,194
75,231542,Unit Manager - B2B Sales [Mutual Fund & Insurance,Banking / Financial / Insurance,"Indore, Solapur","Business Development, Sales",229,200
76,239213,Data Analyst,Banking / Financial / Insurance,Bangalore,"Python, SQL",398,324
77,238917,Data Scientist,Banking / Financial / Insurance,Bangalore,"Python, SQL, Machine Learning, R",399,324
78,224569,Business Growth Executive,Banking / Financial / Insurance,Gurgaon,"Business Development, Sales, Telecalling",236,50
79,227209,Senior Product Manager,Banking / Financial / Insurance,Gurgaon,Product Management,392,57
80,220412,Business Analyst - BFSI / CRM,Banking / Financial / Insurance,"Mumbai, Noida",Business Analysis,25,55
81,226317,Sr. Associate - Internal Operations,Banking / Financial / Insurance,Mohali,"Accounting, Finance, MIS, Payroll Management, QuickBooks",14,100
82,223830,Technical Architect,Banking / Financial / Insurance,Bangalore,"Node.js, Distributed Systems, JavaScript, TypeScript",372,105
83,214384,Sales Manager,Banking / Financial / Insurance,Bangalore,"Customer Relationship, Sales, Telecalling",318,132
84,223010,Director - Data Science,Banking / Financial / Insurance,Bangalore,"Python, SQL, NLP, Scala",400,244
85,222389,Senior Data Scientist,Banking / Financial / Insurance,Bangalore,"Python, AWS, ETL, NLP, SQL",397,244
86,227483,Staff Engineer,Banking / Financial / Insurance,Noida,"React.js, Architecture, HTML, JavaScript, Redux",401,290
87,218909,Product Manager,Banking / Financial / Insurance,Bangalore,"Product Management, Product Lifecycle Management",394,312
88,197170,Insurance Manager - Motor Insurance,Banking / Financial / Insurance,Ahmedabad,"Customer Interaction, Customer Relationship, Customer Service",297,27
89,145662,Engineering Manager,Banking / Financial / Insurance,Bangalore,"Golang, Java, JavaScript, Python",346,103
90,201487,DevOps Engineer,Banking / Financial / Insurance,Work From Home,"AWS, Azure, DevOps, Docker, Kubernetes",3,122
91,197275,Sales Executive,Banking / Financial / Insurance,Mumbai,"Business Development, Corporate Sales, Direct Sales, Sales",94,148
92,206513,Senior Software Engineer,Banking / Financial / Insurance,Bangalore,".NET, C#, Django, Golang, Hibernate, J2EE, Java, Python",0,199
93,88514,Business Development Associate,Banking / Financial / Insurance,"Bangalore, Delhi, Work From Home","Business Development, Corporate Sales, Sales",136,223
94,211281,Senior Product Manager,Banking / Financial / Insurance,Bangalore,"Consumer Software, Product Management",241,261
95,149496,Territory Sales Manager,Banking / Financial / Insurance,"Delhi, Mumbai, Pune","Business Development, Corporate Sales, Sales",136,340
96,266552,Customer Support Manager,BPO / Outsourcing,Bangalore,"Customer Interaction, Customer Relationship, Customer Service",297,41
97,261508,Customer Relationship Manager,BPO / Outsourcing,Work From Home,"Customer Interaction, Customer Relationship, Customer Service",297,108
98,264783,Telecaller,BPO / Outsourcing,Jaipur,"Sales, Telecalling",422,142
99,266044,Process Coordinator,BPO / Outsourcing,Bhopal,"Customer Interaction, Customer Relationship, Customer Service",297,139
100,259038,Senior / Executive Business Development,BPO / Outsourcing,Coimbatore,"Business Development, Corporate Sales, International Sales, Sales",119,207
101,261719,Call Centre Operations Manager,BPO / Outsourcing,Pune,"BPO Operations, Call Center Operations, Customer Interaction, Customer Service",20,284
102,265001,Content Writer,BPO / Outsourcing,Delhi,"Content Writing, English Content",271,282
103,258649,Sales Consultant,BPO / Outsourcing,Delhi,"Direct Sales, International Sales, Sales",329,300
104,266287,Business Development,BPO / Outsourcing,Work From Home,"Business Development, Direct Sales, Sales, Telecalling",171,330
105,264825,Inside Sales Representative,BPO / Outsourcing,Bangalore,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",69,332
106,253553,Escalation Specialist,BPO / Outsourcing,Bangalore,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",311,7
107,253559,Policy Advisor,BPO / Outsourcing,Bangalore,Sales,418,7
108,249919,Assistant Manager - Customer Success,BPO / Outsourcing,Noida,Operations Management,379,30
109,255685,Customer Support Executive,BPO / Outsourcing,Hosur,"Customer Interaction, Customer Relationship, Customer Service",297,115
110,255690,Process Trainer,BPO / Outsourcing,Chennai,"Behavioural Training, Corporate Training, Training Management",21,115
111,253482,Sales Support,BPO / Outsourcing,Gurgaon,"Customer Interaction, Customer Relationship, Customer Service, Grievance Management",298,130
112,252509,Customer Service Executive,BPO / Outsourcing,Mumbai,"Customer Relationship, Customer Service",314,147
113,246937,Primary Research Analyst,BPO / Outsourcing,Pune,"Customer Interaction, Customer Relationship, Customer Service",297,179
114,249219,Telecaller,BPO / Outsourcing,Gurgaon,"Customer Interaction, Customer Relationship, Customer Service",297,236
115,254370,Sr. Collections Executive,BPO / Outsourcing,Hyderabad,"Customer Interaction, Customer Relationship",280,239
116,241291,Technical Account Manager,BPO / Outsourcing,Bangalore,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",311,47
117,224569,Business Growth Executive,BPO / Outsourcing,Gurgaon,"Business Development, Sales, Telecalling",236,50
118,229346,Business Development Executive,BPO / Outsourcing,Madurai,"Business Development, Sales, Telecalling",236,96
119,236699,Document Review & Validator Analyst,BPO / Outsourcing,"Hyderabad, Work From Home","Customer Service, Key Account Management",324,110
120,242442,Telecaller Executive - Outbound,BPO / Outsourcing,Bangalore,Telecalling,425,159
121,243932,Customer Support Engineer,BPO / Outsourcing,Work From Home,"CRM, Customer Interaction, Customer Relationship, Customer Service, Desktop Troubleshooting",237,166
122,241201,Market Research Analyst,BPO / Outsourcing,Pune,"Business Development, International Sales, Sales, Telecalling",196,179
123,233593,Customer Care Services,BPO / Outsourcing,Hyderabad,Customer Service,322,201
124,240460,Inside Sales Specialist,BPO / Outsourcing,Hyderabad,"Sales, Telecalling",422,289
125,226941,Business Development Executive - Sales (Tamil),BPO / Outsourcing,Noida,"Business Development, Corporate Sales, International Sales, Sales",119,344
126,176880,Sales Executive,BPO / Outsourcing,Faridabad,Sales,418,90
127,219806,Spanish Language Expert,BPO / Outsourcing,Kolkata,Customer Service,322,326
128,260209,Customer Success Account Manager,Computer Hardware / Networking,Work From Home,"International Sales, Sales",358,11
129,241291,Technical Account Manager,Computer Hardware / Networking,Bangalore,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",311,47
130,242964,Principal Product Manager,Computer Hardware / Networking,Bangalore,Product Management,392,69
131,263532,Business Development,Computer Hardware / Networking,Bangalore,"Business Development, Sales",229,153
132,266923,Sales Development Representative (Hybrid),Computer Hardware / Networking,"Bangalore, Gurgaon","Business Development, Corporate Sales, Direct Sales, International Sales, Sales",59,165
133,240641,Telemarketing Specialist,Computer Hardware / Networking,Bangalore,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",103,174
134,266267,B2B Enterprise Marketing Specialist,Computer Hardware / Networking,Work From Home,Business Development,36,186
135,255706,Technical Consulting Engineer - Networking,Computer Hardware / Networking,Bangalore,"Customer Interaction, Customer Relationship, Customer Service",297,253
136,253290,Branch Manager - Software Sales,Computer Hardware / Networking,Mumbai,"Business Development, Corporate Sales, Direct Sales, Sales",94,278
137,255049,Operations Manager,Computer Hardware / Networking,Gurgaon,"Operations Management, Process Improvement",381,301
138,225906,Account Manager,Computer Hardware / Networking,Delhi,"Business Development, Sales",229,72
139,229068,Support Engineer,Computer Hardware / Networking,Bangalore,"Customer Interaction, Customer Service, Key Account Management",313,79
140,123019,Customer Success Specialist,Computer Hardware / Networking,Gurgaon,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",311,138
141,266833,Business Development Executive,Computer Software / IT / Internet,Work From Home,Business Development,36,1
142,266552,Customer Support Manager,Computer Software / IT / Internet,Bangalore,"Customer Interaction, Customer Relationship, Customer Service",297,41
143,266937,Content Writer,Computer Software / IT / Internet,Bangalore,"Content Marketing, Content Writing, English Content",256,94
144,257944,Business Manager (Drive),Computer Software / IT / Internet,"Calicut, Patna, Pune","Business Development, Channel Sales, Key Account Management, Microsoft Excel, Microsoft PowerPoint, Sales, Stakeholder Management",41,175
145,257946,Business Manager (Drive),Computer Software / IT / Internet,"Chennai, Dehradun, Rajkot","Business Development, Channel Sales, Key Account Management, Microsoft Excel, Microsoft PowerPoint, Sales, Stakeholder Management",41,175
146,257930,Key Account Manager (Drive),Computer Software / IT / Internet,Mumbai,"Corporate Sales, Key Account Management, Profit and Loss Management, Sales, Stakeholder Management",278,175
147,257080,Inside Sales Associate (Drive),Computer Software / IT / Internet,"Greater Noida, Noida","Business Development, Direct Sales, Sales, Telecalling",171,195
148,260537,Lead Development (Influencer Marketing) (Drive),Computer Software / IT / Internet,Bangalore,"Business Development, CRM, Lead Generation, Marketing",38,213
149,266953,Content Writing Specialist,Computer Software / IT / Internet,Mumbai,"Content Marketing, Content Writing",248,307
150,260553,Account Executive (Drive),Computer Software / IT / Internet,Bangalore,"Business Development, CRM, Corporate Sales, Google Workspace, Microsoft Office, Sales",37,329
151,264876,Technical Content Writer - Academic,Computer Software / IT / Internet,Chandigarh,Content Writing,265,19
152,265443,Sales Development Representative,Computer Software / IT / Internet,Bangalore,"Business Development, Sales",229,37
153,266488,Business Devlopment Executive / Manager,Computer Software / IT / Internet,Vadodara,"Business Development, Sales",229,348
154,266267,B2B Enterprise Marketing Specialist,Computer Software / IT / Internet,Work From Home,Business Development,36,186
155,265999,Business Development Executive,Computer Software / IT / Internet,Noida,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",59,210
156,265722,Sales Development Representative,Computer Software / IT / Internet,Pune,"Business Development, Corporate Sales, International Sales, Sales",119,219
157,265001,Content Writer,Computer Software / IT / Internet,Delhi,"Content Writing, English Content",271,282
158,266148,Software Engineer,Computer Software / IT / Internet,Bangalore,"Microservices, NoSQL, Java, Node.js, React.js",370,320
159,265435,Business Development,Computer Software / IT / Internet,Noida,"Business Development, Sales",229,322
160,266287,Business Development,Computer Software / IT / Internet,Work From Home,"Business Development, Direct Sales, Sales, Telecalling",171,330
161,264623,Business Development Executive,Computer Software / IT / Internet,Work From Home,"Business Development, International Sales, Sales",193,26
162,262934,Staff Software QA Engineer,Computer Software / IT / Internet,Work From Home,"Microservices, Performance Testing, REST Assured, Selenium",371,63
163,263190,Corporate Sales Manager,Computer Software / IT / Internet,Bangalore,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",103,94
164,262715,Technical Account Manager,Computer Software / IT / Internet,Bangalore,"Corporate Sales, International Sales, Sales",277,116
165,261819,Senior React Developer,Computer Software / IT / Internet,Pune,"React.js, Redux",402,125
166,262861,Content Marketing Manager,Computer Software / IT / Internet,Work From Home,"Content Marketing, Content Writing, English Content",256,136
167,264679,Business Analyst (Pre and Post Sales),Computer Software / IT / Internet,Jaipur,"International Sales, Sales",358,351
168,263532,Business Development,Computer Software / IT / Internet,Bangalore,"Business Development, Sales",229,153
169,264512,Client Relationship Manager - Saas Product,Computer Software / IT / Internet,Noida,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",311,178
170,261795,Support Specialist,Computer Software / IT / Internet,"Bangalore, Chennai","Customer Interaction, Customer Relationship, Customer Service, Key Account Management",311,287
171,260209,Customer Success Account Manager,Computer Software / IT / Internet,Work From Home,"International Sales, Sales",358,11
172,261355,Business Development Associate,Computer Software / IT / Internet,Gurgaon,"Business Development, International Sales, Sales",193,102
173,261508,Customer Relationship Manager,Computer Software / IT / Internet,Work From Home,"Customer Interaction, Customer Relationship, Customer Service",297,108
174,261197,Sales Business Development,Computer Software / IT / Internet,Bangalore,"Business Development, Corporate Sales, Sales, Telecalling",140,159
175,260986,Sales Development Representative,Computer Software / IT / Internet,Bangalore,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",103,159
176,260148,Business Development Manager,Computer Software / IT / Internet,Noida,"Business Development, Corporate Sales, Direct Sales, Sales",94,353
177,261602,Business Development Manager,Computer Software / IT / Internet,Work From Home,"Business Development, Sales",229,208
178,261719,Call Centre Operations Manager,Computer Software / IT / Internet,Pune,"BPO Operations, Call Center Operations, Customer Interaction, Customer Service",20,284
179,261530,Support Specialist,Computer Software / IT / Internet,Chennai,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",311,287
180,260532,Client Solutions Executive,Computer Software / IT / Internet,Delhi,Sales,418,314
181,258709,RFP Writer,Computer Software / IT / Internet,Pune,"Content Writing, English Content",271,0
182,258616,Account Executive,Computer Software / IT / Internet,Work From Home,"Business Development, EMEA, International Sales, SMB",172,97
183,258585,Associate Customer Success Manager,Computer Software / IT / Internet,Hyderabad,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",311,352
184,258495,Customer Success Analyst,Computer Software / IT / Internet,Hyderabad,"Customer Interaction, Customer Relationship, Customer Service",297,352
185,258144,Executive Assistance,Computer Software / IT / Internet,"Gurgaon, Work From Home","Business Development, General Management, Corporate Strategy, Strategic Planning",173,165
186,259650,Product Trainer,Computer Software / IT / Internet,"Bangalore, Delhi","Customer Interaction, Customer Relationship, Customer Service",297,189
187,258949,Senior DevOps Engineer,Computer Software / IT / Internet,Bangalore,"AWS, CI - CD, DNS, DevOps, FTP, HTTP, Linux, Perl, PowerShell, Python, SSH, Shell Scripting",4,192
188,259038,Senior / Executive Business Development,Computer Software / IT / Internet,Coimbatore,"Business Development, Corporate Sales, International Sales, Sales",119,207
189,258909,Account Executive,Computer Software / IT / Internet,Gurgaon,"Accounting, Auditing, Finance, Taxation, Budgeting, Chartered Accountant, External Audit, Financial Analysis, Financial Planning, Financial Reporting, GST, Income Tax, Internal Audit, Payroll Management, QuickBooks, Sales Tax, Statutory Audit, TDS, VAT, Zoho Books",9,269
190,258327,Email Marketing Specialist,Computer Software / IT / Internet,"Chennai, Coimbatore",Business Development,36,321
191,256078,Sales Development Representative,Computer Software / IT / Internet,Work From Home,"Business Development, Corporate Sales, Sales",136,23
192,256835,Sales Manager,Computer Software / IT / Internet,Work From Home,"Corporate Sales, Direct Sales, International Sales, Sales",274,32
193,257387,Internal Controls Analyst,Computer Software / IT / Internet,"Bangalore, Chennai, Work From Home","Operations Management, Process Improvement",381,218
194,257292,Lead Product Designer - UI / UX,Computer Software / IT / Internet,Bangalore,"UX Design, Figma, Photoshop, Sketch",426,225
195,256702,Senior Content Writer,Computer Software / IT / Internet,Ahmedabad,"Content Marketing, Content Writing",248,240
196,256696,AVP - Sales,Computer Software / IT / Internet,"Delhi, Kolkata","Business Development, International Sales, Sales",193,243
197,256695,Global Brand Manager,Computer Software / IT / Internet,"Delhi, Kolkata","ATL, BTL, Brand Management, Digital Marketing, Game Development, Marketing Communication",1,243
198,255595,Business Development Manager,Computer Software / IT / Internet,Chennai,Sales,418,266
199,255792,Business Development Executive,Computer Software / IT / Internet,Dubai,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",69,306
200,256963,Sr. Business Development Executive,Computer Software / IT / Internet,Noida,"Business Development, International Sales, Sales",193,342
201,255062,Manager - Fixed Assets and Lease Accounting,Computer Software / IT / Internet,Bangalore,"Accounting, Auditing, Finance, Chartered Accountant, Financial Reporting",8,51
202,254711,Business Development Executive,Computer Software / IT / Internet,Mohali,Business Development,36,68
203,255392,Admin Executive,Computer Software / IT / Internet,Ahmedabad,"Asset Management, Facility Management, Office Operations, Vendor Management",18,98
204,253595,Regional Sales Manager,Computer Software / IT / Internet,United States (USA),"Business Development, Sales",229,113
205,255036,Business Development Executive,Computer Software / IT / Internet,Indore,"Business Development, International Sales, Sales",193,216
206,254366,International Product Sales,Computer Software / IT / Internet,Chennai,International Sales,351,227
207,255050,Customer Success Specialist - SaaS,Computer Software / IT / Internet,Bangalore,"CRM, Customer Interaction, Customer Relationship, Customer Service, Key Account Management",238,248
208,254525,Senior Manager- Implementation Operations,Computer Software / IT / Internet,Bangalore,"Accounting, Finance, Payroll Management",15,250
209,255049,Operations Manager,Computer Software / IT / Internet,Gurgaon,"Operations Management, Process Improvement",381,301
210,254681,Customer Success Associate,Computer Software / IT / Internet,Noida,"General Management, Strategic Planning",345,319
211,252200,Key Account Manager - Brand Specialist,Computer Software / IT / Internet,Bangalore,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",311,18
212,251515,Technical Program Manager,Computer Software / IT / Internet,Bangalore,"Agile, Program Management, Project Management, Scrum",17,33
213,253571,Regional Sales Manager,Computer Software / IT / Internet,United States (USA),"Business Development, Sales",229,113
214,253313,B2B Business Development Executive,Computer Software / IT / Internet,Bangalore,"Business Development, Corporate Sales, Sales",136,152
215,252482,Sales Development Representative,Computer Software / IT / Internet,"Bangalore, Gurgaon","Business Development, Corporate Sales, Direct Sales, International Sales, Sales",59,165
216,251713,DevOps Engineer - 3,Computer Software / IT / Internet,Bangalore,"AWS, Ansible, CI - CD, Jenkins, Kubernetes, Linux",2,222
217,253290,Branch Manager - Software Sales,Computer Software / IT / Internet,Mumbai,"Business Development, Corporate Sales, Direct Sales, Sales",94,278
218,252878,Content Writer,Computer Software / IT / Internet,Vadodara,Content Writing,265,283
219,251058,Sales Development Representative,Computer Software / IT / Internet,Work From Home,"Business Development, Corporate Sales, International Sales, Sales",119,309
220,250710,Assistant Manager - Sales,Computer Software / IT / Internet,Mumbai,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",59,8
221,249467,Executive Assistant,Computer Software / IT / Internet,Noida,"General Management, Corporate Strategy, Strategic Planning",344,25
222,249919,Assistant Manager - Customer Success,Computer Software / IT / Internet,Noida,Operations Management,379,30
223,249241,Senior Finance Operations Analyst,Computer Software / IT / Internet,Pune,"Accounting, Auditing, Finance, Chartered Accountant, Financial Analysis, Financial Planning, Financial Reporting",7,75
224,250905,Engineering Manager,Computer Software / IT / Internet,Bangalore,"Engineering Management, Golang, Node.js, PostgreSQL, Redis, TypeScript",340,85
225,249452,Inside Sales Associate,Computer Software / IT / Internet,"Bangalore, Chennai","Business Development, Corporate Sales, International Sales, Sales",119,140
226,249614,Software Development Engineer III / IV,Computer Software / IT / Internet,"Bangalore, Hyderabad, Work From Home","Big Data, Django, Express.js, Flask, Golang, Java, MySQL, Node.js, PostgreSQL, Python, Ruby, Ruby on Rails",22,215
227,249820,Business Development Representative,Computer Software / IT / Internet,Bangalore,"Business Development, Corporate Sales, International Sales, Sales",119,264
228,249865,Sales Executive,Computer Software / IT / Internet,Chennai,"Business Development, Direct Sales, International Sales, Sales, Telecalling",147,271
229,249353,Business Developer,Computer Software / IT / Internet,Indore,"Business Development, Direct Sales, International Sales, Sales",146,325
230,249111,Sales Development Representative,Computer Software / IT / Internet,Work From Home,"International Sales, Sales",358,31
231,248573,Business Development Executive - IT Services Sales,Computer Software / IT / Internet,Mohali,"Business Development, International Sales, Sales",193,38
232,248980,Senior Frontend Engineer,Computer Software / IT / Internet,Pune,"CSS, HTML, JavaScript, React.js",239,54
233,247451,Software Development Engineer 2 - Data Acquisition,Computer Software / IT / Internet,Bangalore,"Hibernate, J2EE, Java, Spring",349,71
234,247640,Sales Development Representative,Computer Software / IT / Internet,Work From Home,"Business Development, Corporate Sales, Direct Sales, Sales",94,80
